GENESIS-Tabelle: 12411-0017
Bevölkerung: Kreise, Stichtag, Geschlecht, Altersgruppen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fortschreibung des Bevölkerungsstandes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bevölkerungsstand (Anzahl);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;männlich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich;weiblich
;;;unter 3 Jahre;3 bis unter 6 Jahre;6 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 18 Jahre;18 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 75 Jahre;75 Jahre und mehr;unter 3 Jahre;3 bis unter 6 Jahre;6 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 18 Jahre;18 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 75 Jahre;75 Jahre und mehr
31.12.2010;14292;Kamenz, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;14365;Leipzig, kreisfreie Stadt (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;14374;Delitzsch, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;14375;Döbeln, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;14379;Leipziger Land, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;14383;Muldentalkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;14389;Torgau-Oschatz, Landkreis (bis 31.07.2008);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;14511;Chemnitz, kreisfreie Stadt;3017;2798;3501;3818;1896;1630;7907;8636;7866;6447;8341;9212;8212;9055;7644;17187;10002;2871;2626;3379;3762;1736;1522;7818;7733;6693;5741;7500;8944;8465;10052;8415;20194;18628
31.12.2010;14521;Erzgebirgskreis;4432;4517;5792;6819;3485;2601;11046;11031;10840;10773;12387;14876;14776;16886;12541;21875;15428;4249;4178;5581;6743;3282;2362;9072;9222;9292;9217;11695;14488;14919;16872;12601;26171;28118
31.12.2010;14522;Mittelsachsen, Landkreis;3868;3827;5070;6197;3109;2351;10330;10176;9892;9333;12089;14205;13233;13729;9845;20784;13965;3705;3566;4931;5804;2806;2042;8470;8300;8163;8042;11340;13549;12855;13441;10202;23836;25287
31.12.2010;14523;Vogtlandkreis;2649;2740;3619;4501;2205;1624;7142;6930;6788;6900;8863;10400;9933;9999;7618;16564;9858;2408;2520;3432;4204;2062;1562;6197;5922;5710;6114;8392;10079;9744;10489;8188;19435;19611
31.12.2010;14524;Zwickau, Landkreis;3879;3779;5141;6166;3184;2421;10562;10285;9502;9521;12338;14736;13376;13765;10439;22521;14275;3742;3609;4989;5790;2951;2297;9237;8672;8286;8425;11797;14033;13217;14367;11135;26444;27051
31.12.2010;14612;Dresden, kreisfreie Stadt;8505;7323;8392;8778;3812;3664;23184;24947;21788;17233;19303;19198;15658;14922;11780;29994;18058;8208;7009;8055;8270;3704;3960;23198;23002;19477;14785;16502;18009;15433;16271;13392;35637;31607
31.12.2010;14625;Bautzen, Landkreis;3867;3938;5251;6220;2968;2414;9993;9945;9707;9313;11839;14668;13711;13096;8972;20431;12917;3774;3757;4953;6002;2755;2028;7942;7971;8220;7995;10862;14035;13243;12760;9228;23880;22856
31.12.2010;14626;Görlitz, Landkreis;3213;3186;4165;5289;2616;1964;8161;7962;7504;7242;9785;12431;11719;11614;8245;18709;11858;3004;3079;4057;5044;2455;1719;7032;6499;6174;6542;9128;11835;11198;11325;8537;21651;21982
31.12.2010;14627;Meißen, Landkreis;3207;3118;4232;4775;2267;1787;7413;7546;7473;7287;9776;11658;10459;10099;6851;16421;10178;2840;3041;4111;4542;2215;1606;6313;6351;6525;6570;8818;11023;10069;10026;7073;19077;18322
31.12.2010;14628;Sächsische Schweiz-Osterzgebirge, Landkreis;3213;3151;4375;4955;2384;1670;7692;7185;7374;7507;9698;11424;10026;10000;7268;16932;10024;2983;2990;4087;4707;2178;1506;6564;6250;6589;6606;8803;10392;9548;9953;7452;18936;17886
31.12.2010;14713;Leipzig, kreisfreie Stadt;7900;6634;7846;8101;3915;3548;19196;23197;21581;17060;20201;21124;17037;16261;12471;29790;17671;7528;6364;7435;7911;3779;3874;21590;23742;19468;14459;17488;18770;16562;16842;13832;36490;33216
31.12.2010;14729;Leipzig, Landkreis;3200;3199;4337;5169;2370;1994;7954;7434;7519;7636;10838;12873;11559;11029;7876;16733;9926;2960;3067;4058;4945;2408;1696;6907;6336;6887;7042;10201;11962;11079;10809;7995;19401;18011
31.12.2010;14730;Nordsachsen, Landkreis;2373;2370;3383;4024;1907;1536;6599;6332;6030;5948;8142;9889;9355;8686;5709;12334;7457;2282;2291;3209;3697;1785;1273;5486;5309;5279;5273;7538;9420;8741;8386;5831;14284;14065
31.12.2010;15001;Dessau-Roßlau, kreisfreie Stadt;920;867;1143;1379;683;516;2702;2691;2284;2074;3063;3588;3467;3407;2737;6675;3618;860;837;1049;1327;646;515;2488;2269;1988;1991;2930;3783;3379;3707;3049;7718;6556
31.12.2010;15002;Halle (Saale), kreisfreie Stadt;3217;2930;3537;3858;1829;1762;8895;9420;8006;6779;8327;8620;7321;7570;6480;14249;7780;3107;2755;3375;3699;1882;2143;10599;9107;6836;6007;7597;8433;7988;8846;7459;17437;15113
31.12.2010;15003;Magdeburg, kreisfreie Stadt;2984;2684;3209;3774;1828;1728;10092;9793;7862;6488;8357;9119;7915;7736;6377;14473;8118;2893;2515;3089;3386;1742;1819;9751;8711;6747;5626;7552;8937;8043;8634;7300;17567;14676
31.12.2010;15081;Altmarkkreis Salzwedel;1086;1122;1440;1919;989;773;3101;2817;2482;2526;3592;4555;4149;3656;2498;5045;3096;1010;1016;1347;1742;990;646;2280;2290;2111;2201;3346;4195;4053;3476;2424;5887;5652
31.12.2010;15082;Anhalt-Bitterfeld, Landkreis;1877;1829;2491;3163;1574;1306;5909;5384;4762;4903;6576;8111;7651;7555;5244;11481;6520;1805;1777;2376;2962;1463;1194;4896;4282;4151;4357;6390;7853;7615;7467;5465;13605;12648
31.12.2010;15083;Börde, Landkreis;2117;2189;2830;3578;1752;1343;5687;5455;5321;5410;7499;8908;8272;7819;5377;9876;5699;2002;2045;2623;3364;1678;1203;4697;4675;4579;4919;7074;8323;8104;7269;5255;11069;10869
31.12.2010;15084;Burgenlandkreis;2105;2047;2837;3442;1631;1378;6109;5966;5514;5297;7504;8920;8513;8091;5716;12485;7961;1945;1948;2724;3158;1592;1220;5073;4774;4486;4456;6894;8417;8332;7974;5913;14693;15080
31.12.2010;15085;Harz, Landkreis;2426;2544;3561;4305;2249;1784;7283;6998;6494;6219;8835;10634;9730;9581;7156;15038;8749;2404;2381;3267;4033;2122;1580;6134;5898;5519;5559;8453;10221;9533;9649;7674;17502;16828
31.12.2010;15086;Jerichower Land, Landkreis;1046;1049;1540;1858;992;766;3015;2915;2710;2736;3742;4779;4477;4191;2806;5794;3404;1069;1053;1370;1716;880;625;2407;2331;2349;2437;3532;4566;4288;3946;2805;6762;6295
31.12.2010;15087;Mansfeld-Südharz, Landkreis;1581;1493;2122;2707;1437;1098;4462;4321;4035;4073;5549;6776;6644;6531;4772;10239;6204;1433;1505;2046;2452;1295;946;3597;3396;3460;3658;5089;6655;6370;6430;5042;11776;11101
31.12.2010;15088;Saalekreis;2316;2307;3106;3534;1874;1452;6341;5959;5787;5752;8017;9275;8450;8422;6219;11909;6755;2213;2080;2833;3547;1640;1253;5296;5037;5017;5268;7463;8846;8340;8486;6180;13533;12439
31.12.2010;15089;Salzlandkreis;2210;2256;2966;3815;1976;1584;6623;6273;5626;5700;8145;9620;8861;8684;6275;13965;7978;2118;2087;2834;3531;1884;1389;5611;5016;4810;4964;7699;9392;8818;8575;6731;16291;15272
31.12.2010;15090;Stendal, Landkreis;1390;1365;1980;2449;1293;1020;4187;3706;3266;3199;4866;6167;5568;5118;3412;7314;4127;1362;1336;1798;2465;1170;929;3461;2994;2741;2986;4581;5798;5477;4872;3593;8367;7542
31.12.2010;15091;Wittenberg, Landkreis;1457;1390;2089;2402;1291;1013;4311;3919;3584;3783;5247;6568;6090;5821;4155;9227;5101;1299;1368;1811;2259;1177;881;3541;3125;3131;3337;4940;6193;5965;5852;4228;10844;9671
31.12.2010;15101;Dessau, kreisfreie Stadt (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;15151;Anhalt-Zerbst, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;15153;Bernburg, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;15154;Bitterfeld, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;15159;Köthen, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;15171;Wittenberg, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;15202;Halle (Saale), kreisfreie Stadt (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;15256;Burgenlandkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;15260;Mansfelder Land, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;15261;Merseburg-Querfurt, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;15265;Saalkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;15266;Sangerhausen, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;15268;Weißenfels, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;15303;Magdeburg, kreisfreie Stadt (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;15352;Aschersleben-Staßfurt, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;15355;Bördekreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;15357;Halberstadt, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;15358;Jerichower Land, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;15362;Ohrekreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;15363;Stendal, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;15364;Quedlinburg, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;15367;Schönebeck, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;15369;Wernigerode, Landkreis (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;15370;Altmarkkreis Salzwedel (bis 30.06.2007);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
31.12.2010;16051;Erfurt, kreisfreie Stadt;2882;2632;3176;3666;1676;1422;7730;8058;7407;6369;7511;8682;7554;7254;5549;11456;6281;2787;2491;3111;3377;1629;1622;8902;7598;6652;5478;7184;8085;7669;7743;6167;13534;11660
31.12.2010;16052;Gera, kreisfreie Stadt;1100;1058;1277;1548;742;579;3133;3147;2842;2610;3532;4498;4223;4273;3012;6380;3975;1047;936;1314;1470;698;678;2998;2785;2380;2242;3355;4261;4249;4359;3226;7778;7557
31.12.2010;16053;Jena, kreisfreie Stadt;1638;1313;1566;1647;822;714;5110;5543;4447;3525;3773;3837;3237;3106;2503;5981;3202;1555;1286;1588;1510;749;832;5826;4945;3403;2776;3194;3501;3181;3524;2854;6991;5450
31.12.2010;16054;Suhl, kreisfreie Stadt;353;343;450;608;306;236;1221;1079;1043;1034;1501;1746;1616;1710;1447;2944;1478;312;330;433;566;251;246;1020;916;826;851;1301;1725;1648;1983;1499;3265;2489
31.12.2010;16055;Weimar, kreisfreie Stadt;925;891;1069;1210;548;453;2574;2722;2498;2139;2425;2604;2179;2146;1678;3471;2066;960;813;1023;1203;536;523;2824;2695;2247;1844;2219;2529;2250;2239;1858;4164;3954
31.12.2010;16056;Eisenach, kreisfreie Stadt;561;538;648;763;358;272;1231;1445;1321;1345;1646;1915;1774;1462;1166;2780;1624;479;512;649;711;352;288;1212;1300;1219;1170;1444;1794;1643;1550;1310;3358;2910
31.12.2010;16061;Eichsfeld, Landkreis;1355;1390;1878;2215;1216;930;3571;3864;3445;3369;4162;4661;4412;4288;3170;5776;3224;1322;1339;1844;2135;1044;848;3061;3254;2978;2881;3652;4474;4130;4042;3038;6481;5746
31.12.2010;16062;Nordhausen, Landkreis;1073;1009;1410;1653;839;683;3238;2901;2618;2517;3517;4022;3843;3461;2633;5746;3334;973;1015;1217;1631;751;683;2814;2436;2205;2251;3186;3822;3655;3524;2755;6572;5976
31.12.2010;16063;Wartburgkreis;1494;1505;2069;2496;1213;996;4251;4226;4000;4013;5058;6164;6095;5444;4031;7728;4642;1427;1329;1982;2314;1221;862;3514;3556;3456;3417;4604;5839;5597;5235;4014;8889;7879
31.12.2010;16064;Unstrut-Hainich-Kreis;1332;1335;1805;2226;1195;869;3497;3438;3568;3454;4275;4949;4768;4467;3067;6225;3702;1268;1281;1783;2112;1141;848;2921;2978;2784;2695;3896;4714;4605;4237;3122;7300;6901
31.12.2010;16065;Kyffhäuserkreis;861;896;1249;1492;794;626;2590;2484;2352;2302;3016;3704;3722;3575;2539;5204;2981;791;856;1128;1467;764;553;2029;1927;1944;2000;2824;3595;3551;3437;2658;5983;5555
31.12.2010;16066;Schmalkalden-Meiningen, Landkreis;1449;1400;1832;2328;1234;947;4262;4582;3901;3798;4937;5977;5917;5465;3903;8123;4656;1334;1342;1792;2171;1129;827;3642;3556;3209;3177;4539;5858;5585;5288;4041;9432;8349
31.12.2010;16067;Gotha, Landkreis;1683;1602;2277;2775;1314;971;4258;4286;3967;4149;5510;6384;5993;5615;4227;8398;4862;1632;1499;2173;2561;1273;873;3688;3644;3528;3581;4993;6116;5828;5544;4355;9795;8702
31.12.2010;16068;Sömmerda, Landkreis;872;903;1218;1357;730;555;2236;2240;2204;2351;2971;3359;3177;3390;2364;4139;2253;864;788;1122;1325;680;498;1942;1914;1945;1944;2683;3223;3197;3255;2304;4653;4221
31.12.2010;16069;Hildburghausen, Landkreis;751;744;1004;1202;623;512;2227;2430;2143;2045;2577;3143;3096;2890;1977;3755;2222;751;687;973;1216;562;491;1856;1892;1817;1757;2337;2945;2954;2762;1963;4338;4365
31.12.2010;16070;Ilm-Kreis;1330;1290;1590;1973;984;868;4232;3865;3472;3296;4422;5060;4718;4503;3550;6975;3785;1274;1187;1607;1953;888;738;3295;3067;2855;2703;4039;4744;4498;4658;3605;8052;7274
31.12.2010;16071;Weimarer Land, Landkreis;1076;1055;1482;1711;780;576;2563;2617;2513;2697;3369;4101;3772;3718;2784;4511;2682;1074;995;1372;1710;798;596;2200;2294;2381;2353;3192;3810;3760;3505;2699;5091;4856
31.12.2010;16072;Sonneberg, Landkreis;590;605;933;1049;502;450;1838;1842;1760;1851;2332;2725;2680;2547;1873;3784;2179;594;598;795;964;483;395;1516;1489;1442;1531;2023;2679;2551;2508;1976;4498;4372
31.12.2010;16073;Saalfeld-Rudolstadt, Landkreis;1162;1160;1655;2023;978;767;3643;3582;3222;3304;4540;5485;5178;4932;3561;7666;4672;1141;1111;1549;1917;943;686;2951;2926;2770;2844;4032;5095;4890;4871;3578;9076;8908
31.12.2010;16074;Saale-Holzland-Kreis;958;990;1405;1706;781;652;2656;2721;2589;2620;3528;4079;3901;3726;2713;5394;2908;991;899;1301;1580;769;550;2319;2197;2283;2194;3109;3992;3703;3526;2817;5916;5336
31.12.2010;16075;Saale-Orla-Kreis;995;965;1332;1605;824;648;2722;2750;2576;2593;3254;4095;3984;3806;2679;5180;3301;965;878;1283;1689;804;540;2333;2277;2164;2201;3106;3837;3785;3578;2779;6036;6235
31.12.2010;16076;Greiz, Landkreis;1068;1183;1538;1999;1026;712;3051;3048;3002;2866;3999;5037;4838;4911;3352;6919;4411;1024;1033;1499;1866;870;659;2511;2422;2475;2579;3860;4815;4787;4721;3378;8139;7957
31.12.2010;16077;Altenburger Land, Landkreis;926;977;1418;1751;851;666;2884;2775;2566;2778;3725;4476;4142;4221;3168;6895;4079;1003;925;1332;1612;807;620;2374;2256;2203;2296;3610;4183;4022;4367;3262;7825;7815
__________
(C)opyright Statistisches Bundesamt, Wiesbaden 2014
Stand: 06.02.2014 - 06:14:02
